associated_id,term,type
100189384,TRE-CTC1-1,ENTREZID
100189385,TRE-CTC1-3,ENTREZID
100189386,TRQ-CTG3-1,ENTREZID
100189387,TRI-AAT5-5,ENTREZID
100189388,TRP-TGG3-4,ENTREZID
100189389,TRQ-CTG12-1,ENTREZID
100189390,TRK-TTT9-1,ENTREZID
100189391,TRM-CAT4-3,ENTREZID
100189392,TRK-TTT16-1,ENTREZID
100189393,TRI-AAT4-1,ENTREZID
100189394,TRL-CAG1-1,ENTREZID
100189395,TRA-CGC5-1,ENTREZID
100189396,TRR-ACG1-1,ENTREZID
100189397,NMTRQ-TTG5-1,ENTREZID
100189398,TRA-AGC8-2,ENTREZID
100189399,TRK-CTT2-2,ENTREZID
100189400,TRA-CGC2-1,ENTREZID
100189401,TRI-AAT7-2,ENTREZID
100189402,TRN-GTT2-2,ENTREZID
100189404,TRV-AAC7-1,ENTREZID
100189405,TRY-GTA4-1,ENTREZID
100189406,TRR-CCT4-1,ENTREZID
100189407,TRE-TTC4-2,ENTREZID
100189408,TRV-TAC4-1,ENTREZID
100189409,TRE-CTC2-1,ENTREZID
100189410,TRR-TCG2-1,ENTREZID
100189411,TRA-AGC13-1,ENTREZID
100189412,TRD-GTC2-1,ENTREZID
100189413,TRC-GCA9-2,ENTREZID
100189414,TRC-GCA2-4,ENTREZID
100189415,TRF-GAA1-3,ENTREZID
100189416,TRV-CAC3-1,ENTREZID
100189417,TRE-CTC6-1,ENTREZID
100189418,TRE-TTC1-1,ENTREZID
100189419,TRT-TGT4-1,ENTREZID
100189420,TRS-AGA6-1,ENTREZID
100189421,TRF-GAA7-1,ENTREZID
100189422,TRQ-TTG4-1,ENTREZID
100189423,TRA-AGC9-2,ENTREZID
100189424,TRY-GTA5-3,ENTREZID
100189425,TRK-TTT3-2,ENTREZID
100189426,TRSUP-CTA1-1,ENTREZID
100189427,TRI-GAT1-3,ENTREZID
100189428,TRR-ACG2-4,ENTREZID
100189429,TRL-AAG6-1,ENTREZID
100189430,TRS-TGA3-1,ENTREZID
100189431,TRD-GTC8-1,ENTREZID
100189432,TRS-AGA5-1,ENTREZID
100189433,TRT-AGT3-1,ENTREZID
100189434,TRA-AGC22-1,ENTREZID
100189435,TRC-GCA14-1,ENTREZID
100189436,TRW-CCA3-1,ENTREZID
100189437,TRY-GTA5-1,ENTREZID
100189438,TRT-AGT5-1,ENTREZID
100189439,TRK-CTT13-1,ENTREZID
100189440,TRE-CTC12-1,ENTREZID
100189441,TRL-TAG4-1,ENTREZID
100189442,TRSUP-CTA2-1,ENTREZID
100189443,TRR-CCT7-1,ENTREZID
100189444,TRQ-TTG7-1,ENTREZID
100189445,NMTRQ-TTG7-1,ENTREZID
100189446,TRF-GAA8-1,ENTREZID
100189447,TRC-GCA25-1,ENTREZID
100189448,NMTRQ-TTG8-1,ENTREZID
100189449,TRR-CCT6-2,ENTREZID
100189450,TRE-CTC14-1,ENTREZID
100189451,NMTRQ-TTG9-1,ENTREZID
100189452,TRQ-CTG11-1,ENTREZID
100189453,TRSUP-TTA3-1,ENTREZID
100189454,TRE-TTC10-1,ENTREZID
100189455,TRP-GGG1-1,ENTREZID
100189456,NMTRL-TAA6-1,ENTREZID
100189457,TRE-TTC7-1,ENTREZID
100189458,TRG-CCC7-1,ENTREZID
100189459,TRE-CTC13-1,ENTREZID
100189460,TRG-TCC5-1,ENTREZID
100189461,NMTRQ-CTG1-1,ENTREZID
100189462,TRI-AAT10-1,ENTREZID
100189463,NMTRP-TGG1-1,ENTREZID
100189464,TRK-CTT12-1,ENTREZID
100189465,TRE-TTC6-1,ENTREZID
100189466,NMTRL-TAA5-1,ENTREZID
100189467,TRK-CTT14-1,ENTREZID
100189468,TRA-AGC23-1,ENTREZID
100189469,TRA-TGC10-1,ENTREZID
100189470,TRSUP-CTA3-1,ENTREZID
100189471,TRF-GAA12-1,ENTREZID
100189472,TRF-GAA11-1,ENTREZID
100189473,TRQ-TTG5-1,ENTREZID
100189474,TRI-AAT11-1,ENTREZID
100189475,NMTRQ-TTG1-1,ENTREZID
100189476,TRP-AGG6-1,ENTREZID
100189477,TRV-CAC14-1,ENTREZID
100189478,NMTRQ-TTG12-1,ENTREZID
100189479,TRV-CAC11-2,ENTREZID
100189480,TRK-TTT10-1,ENTREZID
100189481,TRI-AAT12-1,ENTREZID
100189482,TRP-AGG5-1,ENTREZID
100189483,TRP-TGG4-1,ENTREZID
100189484,TRE-TTC15-1,ENTREZID
100189485,TRE-TTC14-1,ENTREZID
100189486,TRG-CCC4-1,ENTREZID
100189487,TRS-AGA7-1,ENTREZID
100189488,TRE-CTC11-1,ENTREZID
100189489,NMTRQ-TTG4-1,ENTREZID
100189490,TRN-GTT23-1,ENTREZID
100189491,TRE-CTC7-1,ENTREZID
100189492,TRE-CTC18-1,ENTREZID
100189493,TRL-AAG7-1,ENTREZID
100189494,TRE-CTC9-1,ENTREZID
100189495,TRD-GTC10-1,ENTREZID
100189496,TRY-GTA12-1,ENTREZID
100189497,TRF-GAA10-1,ENTREZID
100189498,TRG-CCC6-1,ENTREZID
100189499,TRL-CAA7-1,ENTREZID
100189500,TRV-CAC13-1,ENTREZID
100189501,NMTRQ-TTG11-1,ENTREZID
100189502,TRR-CCT8-1,ENTREZID
100189503,TRQ-CTG16-1,ENTREZID
100189504,TRK-TTT15-1,ENTREZID
100189505,TRQ-TTG8-1,ENTREZID
100189506,TRE-CTC4-1,ENTREZID
100189507,TRY-GTA11-1,ENTREZID
100189508,TRC-ACA1-1,ENTREZID
100189509,TRQ-TTG9-1,ENTREZID
100189510,NMTRQ-TTG6-1,ENTREZID
100189511,TRG-TCC6-1,ENTREZID
100189512,NMTRS-TGA3-1,ENTREZID
100189513,NMTRV-TAC1-1,ENTREZID
100189514,TRK-TTT14-1,ENTREZID
100189515,TRP-TGG5-1,ENTREZID
100189516,NMTRQ-TTG2-1,ENTREZID
100189517,TRN-GTT10-1,ENTREZID
100189518,TRE-TTC9-1,ENTREZID
100189519,TRK-TTT17-1,ENTREZID
100189520,NMTRL-TAA3-1,ENTREZID
100189522,NMTRL-TAA2-1,ENTREZID
100189523,TRQ-CTG14-1,ENTREZID
100189524,NMTRQ-TTG10-1,ENTREZID
100189525,NMTRS-TGA2-1,ENTREZID
100189526,TRS-ACT1-1,ENTREZID
100189527,TRE-CTC15-1,ENTREZID
100189528,TRE-CTC16-1,ENTREZID
100189529,TRA-TGC9-1,ENTREZID
100189530,TRP-AGG4-1,ENTREZID
100189531,TRQ-CTG9-1,ENTREZID
100189532,TRE-CTC10-1,ENTREZID
100189533,TRF-GAA9-1,ENTREZID
100189534,TRN-GTT22-1,ENTREZID
100189535,NMTRQ-TTG13-1,ENTREZID
100189536,TRK-CTT16-1,ENTREZID
100189537,TRR-CCT9-1,ENTREZID
100189538,TRQ-CTG13-1,ENTREZID
100189539,TRK-TTT13-1,ENTREZID
100189540,NMTRQ-TTG15-1,ENTREZID
100189541,TRV-CAC1-4,ENTREZID
100189589,DCTN1-AS1,ENTREZID
100190785,IS4,ENTREZID
100190786,CILD8,ENTREZID
100190787,GEFSP6,ENTREZID
100190788,IBD20,ENTREZID
100190789,TSHQTL1,ENTREZID
100190790,ADHD5,ENTREZID
100190791,ADHD6,ENTREZID
100190799,LDHAP2,ENTREZID
100190800,LDHAP7,ENTREZID
100190922,LOC100190922,ENTREZID
100190923,EIF4EBP2P2,ENTREZID
100190924,EIF4EBP2P3,ENTREZID
100190926,IBD19,ENTREZID
100190928,SLEB12,ENTREZID
100190929,IBD15,ENTREZID
100190930,IBD16,ENTREZID
100190931,IBD18,ENTREZID
100190932,CMM7,ENTREZID
100190934,LOC100190934,ENTREZID
100190938,RAMP2-AS1,ENTREZID
100190939,TPT1-AS1,ENTREZID
100190940,LINC02418,ENTREZID
100190947,SUPT4H1P1,ENTREZID
100190949,C5orf52,ENTREZID
100190952,NDUFB1P1,ENTREZID
100190954,EXOSC3P2,ENTREZID
100190955,FAM32DP,ENTREZID
100190956,FAM32EP,ENTREZID
100190982,POROK5,ENTREZID
100190983,DEL2Q32Q33,ENTREZID
100190984,DEL1Q43Q44,ENTREZID
100190985,IS5,ENTREZID
100190986,LOC100190986,ENTREZID
100190987,FDPSP10,ENTREZID
100191039,RPL36AP33,ENTREZID
100191040,C2CD4D,ENTREZID
100191063,SNAR-A14,ENTREZID
100192204,PPIAP30,ENTREZID
100192306,JAWAD,ENTREZID
100192307,MUSQTL1,ENTREZID
100192308,DEL2Q31,ENTREZID
100192311,MUSTQTL1,ENTREZID
100192312,IBD21,ENTREZID
100192378,ZFHX4-AS1,ENTREZID
100192379,PP12613,ENTREZID
100192386,FLJ16779,ENTREZID
100192388,LOC100192388,ENTREZID
100192389,LOC100192389,ENTREZID
100192420,LINC01634,ENTREZID
100192426,LOC100192426,ENTREZID
100192455,FASA,ENTREZID
100194425,BCAP31P1,ENTREZID
100194426,BCAP31P2,ENTREZID
100196909,ALPQTL1,ENTREZID
100196910,POROK2,ENTREZID
100196911,POROK6,ENTREZID
100196912,MAFD8,ENTREZID
100196913,SCZD14,ENTREZID
100196914,ALPQTL2,ENTREZID
100196915,ALPQTL3,ENTREZID
100196916,ALPQTL4,ENTREZID
100196917,MAFD9,ENTREZID
100196918,SLEB13,ENTREZID
100196919,SS3,ENTREZID
100196944,LOC100196944,ENTREZID
100216001,LINC00704,ENTREZID
100216336,RPS24P8,ENTREZID
100216337,LOC100216337,ENTREZID
100216338,RPS24P13,ENTREZID
100216339,RPS24P6,ENTREZID
100216340,RPS24P16,ENTREZID
100216341,RPS24P17,ENTREZID
100216342,RPS24P7,ENTREZID
100216344,DYT17,ENTREZID
100216346,LOC100216346,ENTREZID
100216355,LOC100216355,ENTREZID
100216356,LOC100216356,ENTREZID
100216466,DNM1P43,ENTREZID
100216479,FAR2P2,ENTREZID
100216483,DEL18Q,ENTREZID
100216484,NRCLP4,ENTREZID
100216487,AKIRIN2P1,ENTREZID
100216488,LOC100216488,ENTREZID
100216505,DNM1P24,ENTREZID
100216506,DNM1P25,ENTREZID
100216507,DNM1P26,ENTREZID
100216514,DNM1P27,ENTREZID
100216515,DNM1P36,ENTREZID
100216516,DNM1P37,ENTREZID
100216517,DNM1P38,ENTREZID
100216518,DNM1P39,ENTREZID
100216542,DNM1P45,ENTREZID
100216544,DNM1P47,ENTREZID
100216545,KMT2E-AS1,ENTREZID
100216546,LINC01004,ENTREZID
100217367,LOC100217367,ENTREZID
100217370,DEL1Q21,ENTREZID
100217371,DUP1Q21,ENTREZID
100217387,AGA3,ENTREZID
100233146,HINT1P2,ENTREZID
100233147,ARHI1,ENTREZID
100233156,LOC100233156,ENTREZID
100233157,BMIQ13,ENTREZID
100233158,BMIQ14,ENTREZID
100233159,WAGRO,ENTREZID
100233198,TMX2P1,ENTREZID
100233209,PCED1B-AS1,ENTREZID
100233226,MCI2,ENTREZID
100233227,SLI4,ENTREZID
100240702,PLSA1,ENTREZID
100240707,GAPDHP42,ENTREZID
100240708,GAPDHP43,ENTREZID
100240709,GAPDHP44,ENTREZID
100240710,GAPDHP45,ENTREZID
100240711,GAPDHP46,ENTREZID
100240712,GAPDHP47,ENTREZID
100240713,GAPDHP48,ENTREZID
100240714,LOC100240714,ENTREZID
100240728,LOC100240728,ENTREZID
100240730,DUP7Q11.23,ENTREZID
100240731,DEL15Q15.3,ENTREZID
100240732,IBD22,ENTREZID
100240733,IBD23,ENTREZID
100240734,LOC100240734,ENTREZID
100240735,LOC100240735,ENTREZID
100240736,DEL11P15P14,ENTREZID
100240737,DEL1P36,ENTREZID
100240738,DUP22Q11.2,ENTREZID
100240739,DUP18PDEL18Q,ENTREZID
100240740,DEL2P16.1-P15,ENTREZID
100240747,DEL18P,ENTREZID
100240748,DEL9P,ENTREZID
100240749,LOC100240749,ENTREZID
100268168,LOC100268168,ENTREZID
100270639,IHPS5,ENTREZID
100270641,MYP16,ENTREZID
100270642,CLLS3,ENTREZID
100270643,CLLS4,ENTREZID
100270644,CLLS5,ENTREZID
100270647,LOC100270647,ENTREZID
100270648,NIFKP3,ENTREZID
100270670,LOC100270670,ENTREZID
100270673,FABP5P12,ENTREZID
100270679,LINC01432,ENTREZID
100270680,CASC11,ENTREZID
100270709,FTH1P27,ENTREZID
100270746,LOC100270746,ENTREZID
100270753,RPL21P112,ENTREZID
100270754,RPL7AP72,ENTREZID
100270755,RPSAP63,ENTREZID
100270790,GNL2P1,ENTREZID
100270794,STQTL10,ENTREZID
100270795,STQTL11,ENTREZID
100270796,STQTL13,ENTREZID
100270797,STQTL14,ENTREZID
100270798,IBD24,ENTREZID
100270799,IBD25,ENTREZID
100270800,SHFLD3,ENTREZID
100270801,STQTL15,ENTREZID
100270802,STQTL16,ENTREZID
100270803,DEL6PTER,ENTREZID
100270804,LOC100270804,ENTREZID
100270823,RPL7P11,ENTREZID
100270825,RPL9P12,ENTREZID
100270826,RPS2P13,ENTREZID
100270827,RPS2P14,ENTREZID
100270828,RPL37P9,ENTREZID
100270829,RPL39P12,ENTREZID
100270832,RPL5P9,ENTREZID
100270833,RPL5P12,ENTREZID
100270834,RPL5P13,ENTREZID
100270835,RPL5P14,ENTREZID
100270836,RPL5P15,ENTREZID
100270837,RPL5P16,ENTREZID
100270838,RPL5P21,ENTREZID
100270839,RPL5P17,ENTREZID
100270840,RPL5P23,ENTREZID
100270841,RPL5P24,ENTREZID
100270843,RPL6P15,ENTREZID
100270844,RPL6P5,ENTREZID
100270845,RPL6P6,ENTREZID
100270846,RPL6P21,ENTREZID
100270847,RPL6P9,ENTREZID
100270848,RPL6P7,ENTREZID
100270850,RPL7P15,ENTREZID
100270851,RPL7P17,ENTREZID
100270852,RPL7P18,ENTREZID
100270853,RPL7P19,ENTREZID
100270854,RPL8P3,ENTREZID
100270855,RPL9P10,ENTREZID
100270856,RPL9P13,ENTREZID
100270857,RPL9P15,ENTREZID
100270858,RPS2P15,ENTREZID
100270859,RPS2P19,ENTREZID
100270860,RPS2P16,ENTREZID
100270861,RPS2P22,ENTREZID
100270862,RPS3P4,ENTREZID
100270864,RPS6P2,ENTREZID
100270865,RPS6P10,ENTREZID
100270866,RPS6P11,ENTREZID
100270867,RPS6P12,ENTREZID
100270868,RPS7P2,ENTREZID
100270869,RPS7P6,ENTREZID
100270870,RPS7P7,ENTREZID
100270871,RPS8P6,ENTREZID
100270872,RPSAP16,ENTREZID
100270873,RPSAP17,ENTREZID
100270874,RPSAP22,ENTREZID
100270875,RPSAP23,ENTREZID
100270876,RPSAP34,ENTREZID
100270877,RPL21P21,ENTREZID
100270878,RPL21P22,ENTREZID
100270879,RPL21P23,ENTREZID
100270880,RPL21P24,ENTREZID
100270881,RPL21P25,ENTREZID
100270882,RPL21P26,ENTREZID
100270883,RPL26P7,ENTREZID
100270884,RPL26P8,ENTREZID
100270885,RPL26P9,ENTREZID
100270886,RPL26P10,ENTREZID
100270887,RPL31P12,ENTREZID
100270888,RPL32P6,ENTREZID
100270889,RPL34P4,ENTREZID
100270890,RPL37P7,ENTREZID
100270891,RPL39P6,ENTREZID
100270892,RPL39P7,ENTREZID
100270893,RPL39P8,ENTREZID
100270894,RPL39P9,ENTREZID
100270895,RPL7AP15,ENTREZID
100270896,RPL7AP16,ENTREZID
100270897,RPL7AP17,ENTREZID
100270898,RPS11P3,ENTREZID
100270899,RPS20P5,ENTREZID
100270900,RPS20P6,ENTREZID
100270901,RPS20P7,ENTREZID
100270902,RPS26P14,ENTREZID
100270903,RPS29P6,ENTREZID
100270904,RPS3AP11,ENTREZID
100270905,RPS3AP12,ENTREZID
100270906,RPL5P19,ENTREZID
100270907,RPL6P12,ENTREZID
100270908,RPL7P30,ENTREZID
100270909,RPL7P31,ENTREZID
100270910,RPS2P23,ENTREZID
100270911,RPS2P30,ENTREZID
100270912,RPS2P24,ENTREZID
100270913,RPS2P25,ENTREZID
100270914,RPS7P12,ENTREZID
100270915,RPSAP37,ENTREZID
100270916,RPSAP35,ENTREZID
100270917,RPSAP40,ENTREZID
100270918,RPSAP41,ENTREZID
100270919,RPSAP42,ENTREZID
100270920,RPL12P15,ENTREZID
100270921,RPL12P21,ENTREZID
100270922,RPL12P22,ENTREZID
100270923,RPL12P20,ENTREZID
100270924,RPL12P24,ENTREZID
100270925,RPL12P23,ENTREZID
100270926,RPL12P25,ENTREZID
100270927,RPL13P9,ENTREZID
100270928,RPL13P8,ENTREZID
100270930,RPL14P2,ENTREZID
100270933,RPL15P6,ENTREZID
100270934,RPL15P8,ENTREZID
100270935,RPL15P9,ENTREZID
100270936,RPL17P10,ENTREZID
100270937,RPL17P11,ENTREZID
100270938,RPL17P12,ENTREZID
100270939,RPL17P13,ENTREZID
100270940,RPL17P28,ENTREZID
100270941,RPL17P14,ENTREZID
100270942,RPL17P32,ENTREZID
100270943,RPL17P17,ENTREZID
100270944,RPL18P5,ENTREZID
100270945,RPL18P7,ENTREZID
100270946,RPL19P6,ENTREZID
100270948,RPL19P10,ENTREZID
100270950,RPL19P11,ENTREZID
100270951,RPL19P14,ENTREZID
100270952,RPL21P27,ENTREZID
100270953,RPL21P33,ENTREZID
100270954,RPL21P34,ENTREZID
100270955,RPL21P35,ENTREZID
100270956,RPL21P36,ENTREZID
100270957,RPL22P8,ENTREZID
100270959,RPL22P16,ENTREZID
100270960,RPL22P14,ENTREZID
100270961,RPL23P4,ENTREZID
100270962,RPL23P10,ENTREZID
100270963,RPL24P7,ENTREZID
100270964,RPL24P8,ENTREZID
100270965,RPL26P15,ENTREZID
100270966,RPL26P25,ENTREZID
100270967,RPL26P26,ENTREZID
100270968,RPL26P18,ENTREZID
100270969,RPL27P5,ENTREZID
100270970,RPL27P9,ENTREZID
100270971,RPL28P2,ENTREZID
100270972,RPL29P7,ENTREZID
100270974,RPL29P14,ENTREZID
100270975,RPL30P1,ENTREZID
100270976,RPL30P2,ENTREZID
100270977,RPL30P3,ENTREZID
100270978,RPL30P5,ENTREZID
100270979,RPL30P7,ENTREZID
100270980,RPL30P6,ENTREZID
100270981,RPL30P9,ENTREZID
100270982,RPL30P10,ENTREZID
100270983,RPL31P13,ENTREZID
100270984,RPL31P15,ENTREZID
100270985,RPL31P19,ENTREZID
100270986,RPL31P20,ENTREZID
100270987,RPL31P25,ENTREZID
100270988,RPL31P21,ENTREZID
100270989,RPL31P22,ENTREZID
100270990,RPL31P29,ENTREZID
100270991,RPL32P8,ENTREZID
100270992,RPL32P9,ENTREZID
100270993,RPL32P13,ENTREZID
100270994,RPL32P14,ENTREZID
100270995,RPL34P5,ENTREZID
100270996,RPL34P12,ENTREZID
100270997,RPL34P13,ENTREZID
100270998,RPL34P6,ENTREZID
100270999,RPL34P8,ENTREZID
100271000,RPL34P15,ENTREZID
100271001,RPL34P17,ENTREZID
100271002,RPL34P9,ENTREZID
100271003,RPL34P18,ENTREZID
100271004,RPL34P10,ENTREZID
100271006,RPL35P4,ENTREZID
100271007,RPL35P6,ENTREZID
100271008,RPL36P6,ENTREZID
100271009,RPL36P9,ENTREZID
100271010,RPL36P7,ENTREZID
100271011,RPL36P10,ENTREZID
100271012,RPL36P12,ENTREZID
100271013,RPL36P13,ENTREZID
100271014,RPL37P8,ENTREZID
100271015,RPL37P10,ENTREZID
100271016,RPL37P11,ENTREZID
100271017,RPL37P12,ENTREZID
100271018,RPL37P13,ENTREZID
100271019,RPL37P14,ENTREZID
100271020,RPL37P15,ENTREZID
100271021,RPL37P16,ENTREZID
100271022,RPL39P11,ENTREZID
100271023,RPL39P16,ENTREZID
100271024,RPL39P17,ENTREZID
100271025,RPL39P18,ENTREZID
100271027,RPL39P19,ENTREZID
100271028,RPL39P22,ENTREZID
100271030,UBA52P4,ENTREZID
100271031,UBA52P5,ENTREZID
100271033,RPL4P6,ENTREZID
100271034,RPL6P24,ENTREZID
100271035,RPL6P26,ENTREZID
100271036,RPL7AP19,ENTREZID
100271037,RPL7AP20,ENTREZID
100271038,RPL7AP21,ENTREZID
100271039,RPL7AP22,ENTREZID
100271040,RPL7AP23,ENTREZID
100271041,RPL7AP24,ENTREZID
100271042,RPL7AP25,ENTREZID
100271043,RPL7AP29,ENTREZID
100271044,RPL8P5,ENTREZID
100271045,RPL9P24,ENTREZID
100271047,RPLP0P7,ENTREZID
100271049,RPLP1P9,ENTREZID
100271050,RPS10P16,ENTREZID
100271052,RPS11P4,ENTREZID
100271053,RPS12P5,ENTREZID
100271054,RPS12P6,ENTREZID
100271055,RPS12P7,ENTREZID
100271056,RPS12P10,ENTREZID
100271057,RPS12P13,ENTREZID
100271058,RPS12P14,ENTREZID
100271059,RPS12P15,ENTREZID
100271060,RPS13P4,ENTREZID
100271061,RPS13P5,ENTREZID
100271062,RPS13P6,ENTREZID
100271063,RPS14P1,ENTREZID
100271064,RPS14P2,ENTREZID
100271065,RPS14P7,ENTREZID
100271066,RPS15P2,ENTREZID
100271067,RPS16P3,ENTREZID
100271068,RPS16P4,ENTREZID
100271069,RPS17P7,ENTREZID
100271070,RPS17P8,ENTREZID
100271071,RPS17P10,ENTREZID
100271072,RPS17P11,ENTREZID
100271073,RPS17P13,ENTREZID
100271074,RPS17P14,ENTREZID
100271075,RPS18P4,ENTREZID
100271076,RPS18P6,ENTREZID
100271077,RPS18P11,ENTREZID
100271078,RPS19P6,ENTREZID
100271079,RPS20P8,ENTREZID
100271080,RPS20P9,ENTREZID
100271081,RPS20P10,ENTREZID
100271082,RPS20P11,ENTREZID
100271083,RPS20P12,ENTREZID
100271084,RPS20P13,ENTREZID
100271085,RPS20P15,ENTREZID
100271086,RPS20P16,ENTREZID
100271087,RPS20P22,ENTREZID
100271088,RPS20P17,ENTREZID
100271089,RPS20P23,ENTREZID
100271090,RPS21P1,ENTREZID
100271091,RPS23P3,ENTREZID
100271092,RPS23P4,ENTREZID
100271093,RPS23P5,ENTREZID
100271094,RPS24P5,ENTREZID
100271097,RPS24P10,ENTREZID
100271098,RPS24P12,ENTREZID
100271100,RPS25P2,ENTREZID
100271101,RPS25P3,ENTREZID
100271102,RPS25P5,ENTREZID
100271103,RPS25P7,ENTREZID
100271104,RPS26P12,ENTREZID
100271105,RPS26P21,ENTREZID
100271106,RPS26P13,ENTREZID
100271107,RPS26P23,ENTREZID
100271108,RPS26P18,ENTREZID
100271109,RPS26P26,ENTREZID
100271110,RPS26P19,ENTREZID
100271111,RPS26P30,ENTREZID
100271112,RPS26P22,ENTREZID
100271113,RPS26P24,ENTREZID
100271114,RPS26P34,ENTREZID
100271115,RPS27P11,ENTREZID
100271116,RPS27P5,ENTREZID
100271117,RPS27P12,ENTREZID
100271118,RPS27P15,ENTREZID
100271119,RPS27P16,ENTREZID
100271120,RPS28P2,ENTREZID
100271121,RPS28P5,ENTREZID
100271122,RPS29P13,ENTREZID
100271123,RPS29P4,ENTREZID
100271124,RPS29P5,ENTREZID
100271125,FAUP2,ENTREZID
100271126,FAUP3,ENTREZID
100271127,RPS3AP8,ENTREZID
100271129,RPS3AP9,ENTREZID
100271130,RPS3AP17,ENTREZID
100271131,RPS3AP23,ENTREZID
100271132,RPS4XP5,ENTREZID
100271133,RPS4XP10,ENTREZID
100271135,RPS6P18,ENTREZID
100271136,RPS6P19,ENTREZID
100271137,RPL13AP9,ENTREZID
100271138,RPL23AP17,ENTREZID
100271139,RPL36AP9,ENTREZID
100271140,RPL36AP10,ENTREZID
100271141,RPS15AP6,ENTREZID
100271142,RPS15AP7,ENTREZID
100271143,RPS15AP8,ENTREZID
100271144,RPS27AP6,ENTREZID
100271145,RPL7P53,ENTREZID
100271146,RPL7P54,ENTREZID
100271147,RPL7P55,ENTREZID
100271148,RPSAP59,ENTREZID
100271149,RPSAP60,ENTREZID
100271150,RPL17P19,ENTREZID
100271151,RPL17P21,ENTREZID
100271152,RPL17P23,ENTREZID
100271153,RPL17P24,ENTREZID
100271154,RPL17P29,ENTREZID
100271155,RPL17P30,ENTREZID
100271156,RPL17P31,ENTREZID
100271157,RPL21P30,ENTREZID
100271158,RPL21P40,ENTREZID
100271159,RPL21P41,ENTREZID
100271160,RPL21P31,ENTREZID
100271161,RPL21P32,ENTREZID
100271162,RPL21P42,ENTREZID
100271163,RPL21P43,ENTREZID
100271164,RPL21P47,ENTREZID
100271165,RPL21P48,ENTREZID
100271166,RPL21P49,ENTREZID
100271167,RPL21P50,ENTREZID
100271168,RPL21P54,ENTREZID
100271169,RPL21P51,ENTREZID
100271170,RPL21P55,ENTREZID
100271171,RPL21P56,ENTREZID
100271172,RPL21P57,ENTREZID
100271173,RPL21P58,ENTREZID
100271174,RPL21P59,ENTREZID
100271175,RPL21P60,ENTREZID
100271176,RPL21P63,ENTREZID
100271177,RPL21P64,ENTREZID
100271178,RPL21P65,ENTREZID
100271179,RPL21P66,ENTREZID
100271180,RPL21P67,ENTREZID
100271181,RPL21P72,ENTREZID
100271182,RPL21P73,ENTREZID
100271183,RPL21P77,ENTREZID
100271184,RPL21P74,ENTREZID
100271185,RPL21P78,ENTREZID
100271186,RPL21P83,ENTREZID
100271187,RPL21P84,ENTREZID
100271188,RPL21P79,ENTREZID
100271189,RPL21P85,ENTREZID
100271190,RPL21P86,ENTREZID
100271191,RPL26P20,ENTREZID
100271192,RPL30P15,ENTREZID
100271193,RPL31P34,ENTREZID
100271194,RPL31P24,ENTREZID
100271196,RPL31P40,ENTREZID
100271197,RPL31P42,ENTREZID
100271198,RPL31P27,ENTREZID
100271199,RPL31P35,ENTREZID
100271200,RPL31P36,ENTREZID
100271201,RPL31P41,ENTREZID
100271202,RPL37P17,ENTREZID
100271203,RPL39P23,ENTREZID
100271204,RPL5P25,ENTREZID
100271206,RPL5P26,ENTREZID
100271207,RPL5P32,ENTREZID
100271208,RPL6P28,ENTREZID
100271209,RPL7AP28,ENTREZID
100271210,RPL7AP35,ENTREZID
100271211,RPL7AP47,ENTREZID
100271212,RPL7AP48,ENTREZID
100271213,RPL7AP41,ENTREZID
100271214,RPL7AP49,ENTREZID
100271215,RPL7AP42,ENTREZID
100271216,RPL7P35,ENTREZID
100271217,RPL7P39,ENTREZID
100271218,RPL7P36,ENTREZID
100271220,RPL7P40,ENTREZID
100271221,RPL7P49,ENTREZID
100271222,RPL7P41,ENTREZID
100271223,RPL7P42,ENTREZID
100271224,RPL7P43,ENTREZID
100271225,RPL7P45,ENTREZID
100271226,RPL7P51,ENTREZID
100271227,RPL9P26,ENTREZID
100271228,RPL9P31,ENTREZID
100271229,RPL9P33,ENTREZID
100271230,RPS17P17,ENTREZID
100271231,RPS20P18,ENTREZID
100271232,RPS20P24,ENTREZID
100271233,RPS20P20,ENTREZID
100271234,RPS20P21,ENTREZID
100271235,RPS20P25,ENTREZID
100271236,RPS21P5,ENTREZID
100271237,RPS26P27,ENTREZID
100271238,RPS26P37,ENTREZID
100271239,RPS26P33,ENTREZID
100271240,RPS26P36,ENTREZID
100271241,RPS29P15,ENTREZID
100271243,RPS2P36,ENTREZID
100271244,RPS2P39,ENTREZID
100271245,RPS2P41,ENTREZID
100271246,RPS2P43,ENTREZID
100271247,RPS2P42,ENTREZID
100271248,RPS2P44,ENTREZID
100271250,RPS2P52,ENTREZID
100271251,RPS2P49,ENTREZID
100271252,RPS2P54,ENTREZID
100271253,RPS3AP24,ENTREZID
100271254,RPS3AP30,ENTREZID
100271255,RPS3AP27,ENTREZID
100271256,RPS3AP31,ENTREZID
100271257,RPS3AP28,ENTREZID
100271258,RPS3AP32,ENTREZID
100271259,RPS3AP33,ENTREZID
100271260,RPS3AP34,ENTREZID
100271261,RPS3AP35,ENTREZID
100271262,RPS6P20,ENTREZID
100271263,RPS6P21,ENTREZID
100271267,RPSAP51,ENTREZID
100271271,RPL11P3,ENTREZID
100271272,RPL11P4,ENTREZID
100271273,RPL12P28,ENTREZID
100271274,RPL12P29,ENTREZID
