associated_id,term,type
27134,TJP3,ENTREZID
27136,MORC1,ENTREZID
27141,CIDEB,ENTREZID
27143,PALD1,ENTREZID
27145,FILIP1,ENTREZID
27146,FAM184B,ENTREZID
27147,DENND2A,ENTREZID
27148,STK36,ENTREZID
27151,CPAMD8,ENTREZID
27152,INTU,ENTREZID
27153,ZNF777,ENTREZID
27154,BRPF3,ENTREZID
27156,RSPH14,ENTREZID
27158,NDOR1,ENTREZID
27159,CHIA,ENTREZID
27160,INGX,ENTREZID
27161,AGO2,ENTREZID
27163,NAAA,ENTREZID
27164,SALL3,ENTREZID
27165,GLS2,ENTREZID
27166,PRELID1,ENTREZID
27170,COTL1P1,ENTREZID
27173,SLC39A1,ENTREZID
27175,TUBG2,ENTREZID
27177,IL36B,ENTREZID
27178,IL37,ENTREZID
27179,IL36A,ENTREZID
27180,SIGLEC9,ENTREZID
27181,SIGLEC8,ENTREZID
27183,VPS4A,ENTREZID
27184,DISC2,ENTREZID
27185,DISC1,ENTREZID
27187,MOCS1P1,ENTREZID
27189,IL17C,ENTREZID
27190,IL17B,ENTREZID
27192,TRAPPC2P6,ENTREZID
27193,TRAPPC2P5,ENTREZID
27194,TRAPPC2P4,ENTREZID
27195,TRAPPC2P3,ENTREZID
27196,TRAPPC2P2,ENTREZID
27197,GPR82,ENTREZID
27198,HCAR1,ENTREZID
27199,OXGR1,ENTREZID
27200,GPR79,ENTREZID
27201,GPR78,ENTREZID
27202,C5AR2,ENTREZID
27229,TUBGCP4,ENTREZID
27230,SERP1,ENTREZID
27231,NMRK2,ENTREZID
27232,GNMT,ENTREZID
27233,SULT1C4,ENTREZID
27235,COQ2,ENTREZID
27236,ARFIP1,ENTREZID
27237,ARHGEF16,ENTREZID
27238,GPKOW,ENTREZID
27239,GPR162,ENTREZID
27240,SIT1,ENTREZID
27241,BBS9,ENTREZID
27242,TNFRSF21,ENTREZID
27243,CHMP2A,ENTREZID
27244,SESN1,ENTREZID
27245,AHDC1,ENTREZID
27246,RNF115,ENTREZID
27247,NFU1,ENTREZID
27248,ERLEC1,ENTREZID
27249,MMADHC,ENTREZID
27250,PDCD4,ENTREZID
27252,KLHL20,ENTREZID
27253,PCDH17,ENTREZID
27254,CSDC2,ENTREZID
27255,CNTN6,ENTREZID
27257,LSM1,ENTREZID
27258,LSM3,ENTREZID
27259,HPLH1,ENTREZID
27283,TINAG,ENTREZID
27284,SULT1B1,ENTREZID
27285,TEKT2,ENTREZID
27286,SRPX2,ENTREZID
27287,VENTX,ENTREZID
27288,RBMXL2,ENTREZID
27289,RND1,ENTREZID
27290,SPINK4,ENTREZID
27291,R3HCC1L,ENTREZID
27292,DIMT1,ENTREZID
27293,SMPDL3B,ENTREZID
27294,DHDH,ENTREZID
27295,PDLIM3,ENTREZID
27296,TP53TG5,ENTREZID
27297,CRCP,ENTREZID
27299,ADAMDEC1,ENTREZID
27300,ZNF544,ENTREZID
27301,APEX2,ENTREZID
27302,BMP10,ENTREZID
27303,RBMS3,ENTREZID
27304,MOCS3,ENTREZID
27306,HPGDS,ENTREZID
27309,ZNF330,ENTREZID
27314,RAB30,ENTREZID
27315,PGAP2,ENTREZID
27316,RBMX,ENTREZID
27319,BHLHE22,ENTREZID
27320,TNRC18P2,ENTREZID
27321,TNRC17,ENTREZID
27324,TOX3,ENTREZID
27327,TNRC6A,ENTREZID
27328,PCDH11X,ENTREZID
27329,ANGPTL3,ENTREZID
27330,RPS6KA6,ENTREZID
27332,ZNF638,ENTREZID
27333,GOLIM4,ENTREZID
27334,P2RY10,ENTREZID
27335,EIF3K,ENTREZID
27336,HTATSF1,ENTREZID
27338,UBE2S,ENTREZID
27339,PRPF19,ENTREZID
27340,UTP20,ENTREZID
27341,RRP7A,ENTREZID
27342,RABGEF1,ENTREZID
27343,POLL,ENTREZID
27344,PCSK1N,ENTREZID
27345,KCNMB4,ENTREZID
27346,TMEM97,ENTREZID
27347,STK39,ENTREZID
27348,TOR1B,ENTREZID
27349,MCAT,ENTREZID
27350,APOBEC3C,ENTREZID
27351,DESI1,ENTREZID
27352,SGSM3,ENTREZID
27429,HTRA2,ENTREZID
27430,MAT2B,ENTREZID
27433,TOR2A,ENTREZID
27434,POLM,ENTREZID
27436,EML4,ENTREZID
27437,HSFY1P1,ENTREZID
27439,CECR6,ENTREZID
27440,HDHD5,ENTREZID
27442,CECR3,ENTREZID
27443,CECR2,ENTREZID
27445,PCLO,ENTREZID
28227,PPP2R3B,ENTREZID
28231,SLCO4A1,ENTREZID
28232,SLCO3A1,ENTREZID
28234,SLCO1B3,ENTREZID
28299,IGKV1-5,ENTREZID
28300,IGHV3OR16-16,ENTREZID
28301,IGHV3OR16-15,ENTREZID
28304,IGHV3OR16-12,ENTREZID
28305,IGHV3OR16-11,ENTREZID
28306,IGHV3OR16-10,ENTREZID
28307,IGHV3OR16-9,ENTREZID
28309,IGHV3OR16-7,ENTREZID
28312,IGHV1OR16-4,ENTREZID
28313,IGHV1OR16-3,ENTREZID
28314,IGHV1OR16-2,ENTREZID
28315,IGHV1OR16-1,ENTREZID
28316,CDH20,ENTREZID
28317,IGHV4OR15-8,ENTREZID
28318,IGHV3OR15-7,ENTREZID
28320,IGHV1OR15-6,ENTREZID
28326,IGHD5OR15-5B,ENTREZID
28327,IGHD5OR15-5A,ENTREZID
28328,IGHD4OR15-4B,ENTREZID
28329,IGHD4OR15-4A,ENTREZID
28330,IGHD3OR15-3B,ENTREZID
28331,IGHD3OR15-3A,ENTREZID
28332,IGHD2OR15-2B,ENTREZID
28333,IGHD2OR15-2A,ENTREZID
28334,IGHD1OR15-1B,ENTREZID
28335,IGHD1OR15-1A,ENTREZID
28337,IGHVIV-44-1,ENTREZID
28338,IGHVIII-82,ENTREZID
28339,IGHVIII-76-1,ENTREZID
28340,IGHVIII-67-4,ENTREZID
28341,IGHVIII-67-3,ENTREZID
28342,IGHVIII-67-2,ENTREZID
28343,IGHVIII-51-1,ENTREZID
28344,IGHVIII-47-1,ENTREZID
28345,IGHVIII-44,ENTREZID
28346,IGHVIII-38-1,ENTREZID
28347,IGHVIII-26-1,ENTREZID
28348,IGHVIII-25-1,ENTREZID
28349,IGHVIII-22-2,ENTREZID
28350,IGHVIII-16-1,ENTREZID
28351,IGHVIII-13-1,ENTREZID
28352,IGHVIII-11-1,ENTREZID
28353,IGHVIII-5-2,ENTREZID
28354,IGHVIII-5-1,ENTREZID
28355,IGHVIII-2-1,ENTREZID
28356,IGHVII-78-1,ENTREZID
28357,IGHVII-74-1,ENTREZID
28358,IGHVII-67-1,ENTREZID
28359,IGHVII-65-1,ENTREZID
28360,IGHVII-62-1,ENTREZID
28361,IGHVII-60-1,ENTREZID
28362,IGHVII-53-1,ENTREZID
28363,IGHVII-51-2,ENTREZID
28364,IGHVII-49-1,ENTREZID
28365,IGHVII-46-1,ENTREZID
28366,IGHVII-44-2,ENTREZID
28367,IGHVII-43-1,ENTREZID
28368,IGHVII-40-1,ENTREZID
28369,IGHVII-33-1,ENTREZID
28370,IGHVII-31-1,ENTREZID
28371,IGHVII-30-1,ENTREZID
28372,IGHVII-28-1,ENTREZID
28373,IGHVII-26-2,ENTREZID
28374,IGHVII-22-1,ENTREZID
28375,IGHVII-20-1,ENTREZID
28376,IGHVII-15-1,ENTREZID
28377,IGHVII-1-1,ENTREZID
28378,IGHV7-81,ENTREZID
28380,IGHV7-56,ENTREZID
28381,IGHV7-40,ENTREZID
28382,IGHV7-34-1,ENTREZID
28383,IGHV7-27,ENTREZID
28385,IGHV6-1,ENTREZID
28386,IGHV5-10-1,ENTREZID
28387,IGHV5-78,ENTREZID
28388,IGHV5-51,ENTREZID
28389,IGHV4-38-2,ENTREZID
28390,IGHV4-80,ENTREZID
28391,IGHV4-61,ENTREZID
28392,IGHV4-59,ENTREZID
28393,IGHV4-55,ENTREZID
28394,IGHV4-39,ENTREZID
28395,IGHV4-34,ENTREZID
28396,IGHV4-31,ENTREZID
28397,IGHV4-30-4,ENTREZID
28398,IGHV4-30-2,ENTREZID
28399,IGHV4-30-1,ENTREZID
28400,IGHV4-28,ENTREZID
28401,IGHV4-4,ENTREZID
28402,IGHV3-69-1,ENTREZID
28404,IGHV3-38-3,ENTREZID
28405,IGHV3-79,ENTREZID
28406,IGHV3-76,ENTREZID
28407,IGHV3-75,ENTREZID
28408,IGHV3-74,ENTREZID
28409,IGHV3-73,ENTREZID
28410,IGHV3-72,ENTREZID
28411,IGHV3-71,ENTREZID
28412,IGHV3-66,ENTREZID
28413,IGHV3-65,ENTREZID
28414,IGHV3-64,ENTREZID
28415,IGHV3-63,ENTREZID
28416,IGHV3-62,ENTREZID
28417,IGHV3-60,ENTREZID
28418,IGHV3-57,ENTREZID
28419,IGHV3-54,ENTREZID
28420,IGHV3-53,ENTREZID
28421,IGHV3-52,ENTREZID
28422,IGHV3-50,ENTREZID
28423,IGHV3-49,ENTREZID
28424,IGHV3-48,ENTREZID
28425,IGHV3-47,ENTREZID
28426,IGHV3-43,ENTREZID
28427,IGHV3-42,ENTREZID
28428,IGHV3-41,ENTREZID
28429,IGHV3-38,ENTREZID
28430,IGHV3-37,ENTREZID
28431,IGHV3-36,ENTREZID
28432,IGHV3-35,ENTREZID
28433,IGHV3-33-2,ENTREZID
28434,IGHV3-33,ENTREZID
28435,IGHV3-32,ENTREZID
28438,IGHV3-30-2,ENTREZID
28439,IGHV3-30,ENTREZID
28440,IGHV3-29,ENTREZID
28441,IGHV3-25,ENTREZID
28442,IGHV3-23,ENTREZID
28443,IGHV3-22,ENTREZID
28444,IGHV3-21,ENTREZID
28445,IGHV3-20,ENTREZID
28446,IGHV3-19,ENTREZID
28447,IGHV3-16,ENTREZID
28448,IGHV3-15,ENTREZID
28449,IGHV3-13,ENTREZID
28450,IGHV3-11,ENTREZID
28451,IGHV3-9,ENTREZID
28452,IGHV3-7,ENTREZID
28453,IGHV3-6,ENTREZID
28454,IGHV2-70,ENTREZID
28455,IGHV2-26,ENTREZID
28456,IGHV2-10,ENTREZID
28457,IGHV2-5,ENTREZID
28458,IGHV1-69-2,ENTREZID
28460,IGHV1-38-4,ENTREZID
28461,IGHV1-69,ENTREZID
28462,IGHV1-68,ENTREZID
28463,IGHV1-67,ENTREZID
28464,IGHV1-58,ENTREZID
28465,IGHV1-46,ENTREZID
28466,IGHV1-45,ENTREZID
28467,IGHV1-24,ENTREZID
28468,IGHV1-18,ENTREZID
28469,IGHV1-17,ENTREZID
28470,IGHV1-14,ENTREZID
28471,IGHV1-12,ENTREZID
28472,IGHV1-8,ENTREZID
28473,IGHV1-3,ENTREZID
28474,IGHV1-2,ENTREZID
28475,IGHJ6,ENTREZID
28476,IGHJ5,ENTREZID
28477,IGHJ4,ENTREZID
28478,IGHJ3P,ENTREZID
28479,IGHJ3,ENTREZID
28480,IGHJ2P,ENTREZID
28481,IGHJ2,ENTREZID
28482,IGHJ1P,ENTREZID
28483,IGHJ1,ENTREZID
28484,IGHD7-27,ENTREZID
28485,IGHD6-25,ENTREZID
28486,IGHD6-19,ENTREZID
28487,IGHD6-13,ENTREZID
28488,IGHD6-6,ENTREZID
28489,IGHD5-24,ENTREZID
28490,IGHD5-18,ENTREZID
28491,IGHD5-12,ENTREZID
28492,IGHD5-5,ENTREZID
28493,IGHD4-23,ENTREZID
28494,IGHD4-17,ENTREZID
28495,IGHD4-11,ENTREZID
28496,IGHD4-4,ENTREZID
28497,IGHD3-22,ENTREZID
28498,IGHD3-16,ENTREZID
28499,IGHD3-10,ENTREZID
28500,IGHD3-9,ENTREZID
28501,IGHD3-3,ENTREZID
28502,IGHD2-21,ENTREZID
28503,IGHD2-15,ENTREZID
28504,IGHD2-8,ENTREZID
28505,IGHD2-2,ENTREZID
28506,IGHD1-26,ENTREZID
28507,IGHD1-20,ENTREZID
28508,IGHD1-14,ENTREZID
28509,IGHD1-7,ENTREZID
28510,IGHD1-1,ENTREZID
28511,NKIRAS2,ENTREZID
28512,NKIRAS1,ENTREZID
28513,CDH19,ENTREZID
28514,DLL1,ENTREZID
28515,HYPLIP2,ENTREZID
28516,TRDV3,ENTREZID
28517,TRDV2,ENTREZID
28518,TRDV1,ENTREZID
28519,TRDJ4,ENTREZID
28520,TRDJ3,ENTREZID
28521,TRDJ2,ENTREZID
28522,TRDJ1,ENTREZID
28523,TRDD3,ENTREZID
28524,TRDD2,ENTREZID
28525,TRDD1,ENTREZID
28526,TRDC,ENTREZID
28552,TRBV23OR9-2,ENTREZID
28555,TRBVB,ENTREZID
28556,TRBVA,ENTREZID
28557,TRBV30,ENTREZID
28558,TRBV29-1,ENTREZID
28559,TRBV28,ENTREZID
28560,TRBV27,ENTREZID
28561,TRBV26,ENTREZID
28562,TRBV25-1,ENTREZID
28563,TRBV24-1,ENTREZID
28564,TRBV23-1,ENTREZID
28565,TRBV22-1,ENTREZID
28566,TRBV21-1,ENTREZID
28567,TRBV20-1,ENTREZID
28568,TRBV19,ENTREZID
28569,TRBV18,ENTREZID
28570,TRBV17,ENTREZID
28571,TRBV16,ENTREZID
28572,TRBV15,ENTREZID
28573,TRBV14,ENTREZID
28574,TRBV13,ENTREZID
28575,TRBV12-5,ENTREZID
28576,TRBV12-4,ENTREZID
28577,TRBV12-3,ENTREZID
28578,TRBV12-2,ENTREZID
28579,TRBV12-1,ENTREZID
28580,TRBV11-3,ENTREZID
28581,TRBV11-2,ENTREZID
28582,TRBV11-1,ENTREZID
28583,TRBV10-3,ENTREZID
28584,TRBV10-2,ENTREZID
28585,TRBV10-1,ENTREZID
28586,TRBV9,ENTREZID
28587,TRBV8-2,ENTREZID
28588,TRBV8-1,ENTREZID
28589,TRBV7-9,ENTREZID
28590,TRBV7-8,ENTREZID
28591,TRBV7-7,ENTREZID
28592,TRBV7-6,ENTREZID
28593,TRBV7-5,ENTREZID
28594,TRBV7-4,ENTREZID
28595,TRBV7-3,ENTREZID
28596,TRBV7-2,ENTREZID
28597,TRBV7-1,ENTREZID
28598,TRBV6-9,ENTREZID
28599,TRBV6-8,ENTREZID
28600,TRBV6-7,ENTREZID
28601,TRBV6-6,ENTREZID
28602,TRBV6-5,ENTREZID
28603,TRBV6-4,ENTREZID
28604,TRBV6-3,ENTREZID
28605,TRBV6-2,ENTREZID
28606,TRBV6-1,ENTREZID
28607,TRBV5-8,ENTREZID
28608,TRBV5-7,ENTREZID
28609,TRBV5-6,ENTREZID
28610,TRBV5-5,ENTREZID
28611,TRBV5-4,ENTREZID
28612,TRBV5-3,ENTREZID
28613,TRBV5-2,ENTREZID
28614,TRBV5-1,ENTREZID
28615,TRBV4-3,ENTREZID
28616,TRBV4-2,ENTREZID
28617,TRBV4-1,ENTREZID
28618,TRBV3-2,ENTREZID
28619,TRBV3-1,ENTREZID
28620,TRBV2,ENTREZID
28621,TRBV1,ENTREZID
28622,TRBJ2-7,ENTREZID
28623,TRBJ2-6,ENTREZID
28624,TRBJ2-5,ENTREZID
28625,TRBJ2-4,ENTREZID
28626,TRBJ2-3,ENTREZID
28627,TRBJ2-2P,ENTREZID
28628,TRBJ2-2,ENTREZID
28629,TRBJ2-1,ENTREZID
28630,TRBJ1-6,ENTREZID
28631,TRBJ1-5,ENTREZID
28632,TRBJ1-4,ENTREZID
28633,TRBJ1-3,ENTREZID
28634,TRBJ1-2,ENTREZID
28635,TRBJ1-1,ENTREZID
28636,TRBD2,ENTREZID
28637,TRBD1,ENTREZID
28638,TRBC2,ENTREZID
28639,TRBC1,ENTREZID
28640,TRAV41,ENTREZID
28641,TRAV40,ENTREZID
28642,TRAV39,ENTREZID
28643,TRAV38-2DV8,ENTREZID
28644,TRAV38-1,ENTREZID
28645,TRAV37,ENTREZID
28646,TRAV36DV7,ENTREZID
28647,TRAV35,ENTREZID
28648,TRAV34,ENTREZID
28649,TRAV33,ENTREZID
28650,TRAV32,ENTREZID
28651,TRAV31,ENTREZID
28652,TRAV30,ENTREZID
28653,TRAV29DV5,ENTREZID
28654,TRAV28,ENTREZID
28655,TRAV27,ENTREZID
28656,TRAV26-2,ENTREZID
28657,TRAV26-1,ENTREZID
28658,TRAV25,ENTREZID
28659,TRAV24,ENTREZID
28660,TRAV23DV6,ENTREZID
28661,TRAV22,ENTREZID
28662,TRAV21,ENTREZID
28663,TRAV20,ENTREZID
28664,TRAV19,ENTREZID
28665,TRAV18,ENTREZID
28666,TRAV17,ENTREZID
28667,TRAV16,ENTREZID
28668,TRAV15,ENTREZID
28669,TRAV14DV4,ENTREZID
28670,TRAV13-2,ENTREZID
28671,TRAV13-1,ENTREZID
28672,TRAV12-3,ENTREZID
28673,TRAV12-2,ENTREZID
28674,TRAV12-1,ENTREZID
28675,TRAV11,ENTREZID
28676,TRAV10,ENTREZID
28677,TRAV9-2,ENTREZID
28678,TRAV9-1,ENTREZID
28679,TRAV8-7,ENTREZID
28680,TRAV8-6,ENTREZID
28681,TRAV8-5,ENTREZID
28682,TRAV8-4,ENTREZID
28683,TRAV8-3,ENTREZID
28684,TRAV8-2,ENTREZID
28685,TRAV8-1,ENTREZID
28686,TRAV7,ENTREZID
28688,TRAV5,ENTREZID
28689,TRAV4,ENTREZID
28690,TRAV3,ENTREZID
28691,TRAV2,ENTREZID
28692,TRAV1-2,ENTREZID
28693,TRAV1-1,ENTREZID
28694,TRAJ61,ENTREZID
28695,TRAJ60,ENTREZID
28696,TRAJ59,ENTREZID
28697,TRAJ58,ENTREZID
28698,TRAJ57,ENTREZID
28699,TRAJ56,ENTREZID
28700,TRAJ55,ENTREZID
28701,TRAJ54,ENTREZID
28702,TRAJ53,ENTREZID
28703,TRAJ52,ENTREZID
28704,TRAJ51,ENTREZID
28705,TRAJ50,ENTREZID
28706,TRAJ49,ENTREZID
28707,TRAJ48,ENTREZID
28708,TRAJ47,ENTREZID
28709,TRAJ46,ENTREZID
28710,TRAJ45,ENTREZID
28711,TRAJ44,ENTREZID
28712,TRAJ43,ENTREZID
28713,TRAJ42,ENTREZID
28714,TRAJ41,ENTREZID
28715,TRAJ40,ENTREZID
28716,TRAJ39,ENTREZID
28717,TRAJ38,ENTREZID
28718,TRAJ37,ENTREZID
28719,TRAJ36,ENTREZID
28720,TRAJ35,ENTREZID
28721,TRAJ34,ENTREZID
28722,TRAJ33,ENTREZID
28723,TRAJ32,ENTREZID
28724,TRAJ31,ENTREZID
28725,TRAJ30,ENTREZID
28726,TRAJ29,ENTREZID
28727,TRAJ28,ENTREZID
28728,TRAJ27,ENTREZID
28729,TRAJ26,ENTREZID
28730,TRAJ25,ENTREZID
28731,TRAJ24,ENTREZID
28732,TRAJ23,ENTREZID
28733,TRAJ22,ENTREZID
28734,TRAJ21,ENTREZID
28735,TRAJ20,ENTREZID
28736,TRAJ19,ENTREZID
28737,TRAJ18,ENTREZID
28738,TRAJ17,ENTREZID
28739,TRAJ16,ENTREZID
28740,TRAJ15,ENTREZID
28741,TRAJ14,ENTREZID
28742,TRAJ13,ENTREZID
28743,TRAJ12,ENTREZID
28744,TRAJ11,ENTREZID
28745,TRAJ10,ENTREZID
28746,TRAJ9,ENTREZID
28747,TRAJ8,ENTREZID
28748,TRAJ7,ENTREZID
28749,TRAJ6,ENTREZID
28750,TRAJ5,ENTREZID
28751,TRAJ4,ENTREZID
28752,TRAJ3,ENTREZID
28753,TRAJ2,ENTREZID
28754,TRAJ1,ENTREZID
28755,TRAC,ENTREZID
28756,IGLV8OR8-1,ENTREZID
28757,IGLVV-66,ENTREZID
28758,IGLVV-58,ENTREZID
28759,IGLVIV-65,ENTREZID
28760,IGLVIV-64,ENTREZID
28761,IGLVIV-59,ENTREZID
28762,IGLVIV-53,ENTREZID
28763,IGLVI-70,ENTREZID
28764,IGLVI-68,ENTREZID
28765,IGLVI-63,ENTREZID
28766,IGLVI-56,ENTREZID
28767,IGLVI-42,ENTREZID
28768,IGLVI-38,ENTREZID
28769,IGLVI-20,ENTREZID
28770,IGLV11-55,ENTREZID
28771,IGLV10-67,ENTREZID
28772,IGLV10-54,ENTREZID
28773,IGLV9-49,ENTREZID
28774,IGLV8-61,ENTREZID
28775,IGLV7-46,ENTREZID
28776,IGLV7-43,ENTREZID
28777,IGLV7-35,ENTREZID
28778,IGLV6-57,ENTREZID
28779,IGLV5-52,ENTREZID
28780,IGLV5-48,ENTREZID
28781,IGLV5-45,ENTREZID
28782,IGLV5-39,ENTREZID
28783,IGLV5-37,ENTREZID
28784,IGLV4-69,ENTREZID
28785,IGLV4-60,ENTREZID
28786,IGLV4-3,ENTREZID
28787,IGLV3-32,ENTREZID
28788,IGLV3-31,ENTREZID
28789,IGLV3-30,ENTREZID
28790,IGLV3-29,ENTREZID
28791,IGLV3-27,ENTREZID
28792,IGLV3-26,ENTREZID
28793,IGLV3-25,ENTREZID
28794,IGLV3-24,ENTREZID
28795,IGLV3-22,ENTREZID
28796,IGLV3-21,ENTREZID
28797,IGLV3-19,ENTREZID
28798,IGLV3-17,ENTREZID
28799,IGLV3-16,ENTREZID
28800,IGLV3-15,ENTREZID
28801,IGLV3-13,ENTREZID
28802,IGLV3-12,ENTREZID
28803,IGLV3-10,ENTREZID
28804,IGLV3-9,ENTREZID
28805,IGLV3-7,ENTREZID
28806,IGLV3-6,ENTREZID
28807,IGLV3-4,ENTREZID
28808,IGLV3-2,ENTREZID
28809,IGLV3-1,ENTREZID
28810,IGLV2-34,ENTREZID
28811,IGLV2-33,ENTREZID
28812,IGLV2-28,ENTREZID
28813,IGLV2-23,ENTREZID
28814,IGLV2-18,ENTREZID
28815,IGLV2-14,ENTREZID
28816,IGLV2-11,ENTREZID
28817,IGLV2-8,ENTREZID
28818,IGLV2-5,ENTREZID
28819,IGLV1-62,ENTREZID
28820,IGLV1-51,ENTREZID
28821,IGLV1-50,ENTREZID
28822,IGLV1-47,ENTREZID
28823,IGLV1-44,ENTREZID
28824,IGLV1-41,ENTREZID
28825,IGLV1-40,ENTREZID
28826,IGLV1-36,ENTREZID
28827,IGLJ7,ENTREZID
28828,IGLJ6,ENTREZID
28829,IGLJ5,ENTREZID
28830,IGLJ4,ENTREZID
28831,IGLJ3,ENTREZID
28832,IGLJ2,ENTREZID
28833,IGLJ1,ENTREZID
28834,IGLC7,ENTREZID
28847,IGKV2OR22-4,ENTREZID
28850,IGKV1OR22-5,ENTREZID
28854,IGKV3OR2-5,ENTREZID
28855,IGKV2OR2-10,ENTREZID
28858,IGKV2OR2-4,ENTREZID
28859,IGKV2OR2-2,ENTREZID
28861,IGKV2OR2-1,ENTREZID
28862,IGKV1OR2-108,ENTREZID
28863,IGKV1OR2-11,ENTREZID
28864,IGKV1OR2-9,ENTREZID
28865,IGKV1OR2-6,ENTREZID
28866,IGKV1OR2-3,ENTREZID
28867,IGKV1OR2-0,ENTREZID
28869,IGKV6D-41,ENTREZID
28870,IGKV6D-21,ENTREZID
28871,IGKV3D-34,ENTREZID
28872,IGKV3D-31,ENTREZID
28873,IGKV3D-25,ENTREZID
28874,IGKV3D-20,ENTREZID
28875,IGKV3D-15,ENTREZID
28876,IGKV3D-11,ENTREZID
28877,IGKV3D-7,ENTREZID
28878,IGKV2D-40,ENTREZID
28879,IGKV2D-38,ENTREZID
28880,IGKV2D-36,ENTREZID
28881,IGKV2D-30,ENTREZID
28882,IGKV2D-29,ENTREZID
28883,IGKV2D-28,ENTREZID
28884,IGKV2D-26,ENTREZID
28885,IGKV2D-24,ENTREZID
28886,IGKV2D-23,ENTREZID
28887,IGKV2D-19,ENTREZID
28888,IGKV2D-18,ENTREZID
28889,IGKV2D-14,ENTREZID
28890,IGKV2D-10,ENTREZID
28891,IGKV1D-43,ENTREZID
28892,IGKV1D-42,ENTREZID
28893,IGKV1D-39,ENTREZID
28894,IGKV1D-37,ENTREZID
28895,IGKV1D-35,ENTREZID
28896,IGKV1D-33,ENTREZID
28897,IGKV1D-32,ENTREZID
28898,IGKV1D-27,ENTREZID
28899,IGKV1D-22,ENTREZID
28900,IGKV1D-17,ENTREZID
28901,IGKV1D-16,ENTREZID
28902,IGKV1D-13,ENTREZID
28903,IGKV1D-12,ENTREZID
28904,IGKV1D-8,ENTREZID
28905,IGKV7-3,ENTREZID
28906,IGKV6-21,ENTREZID
28907,IGKV5-2,ENTREZID
28908,IGKV4-1,ENTREZID
28909,IGKV3-34,ENTREZID
28910,IGKV3-31,ENTREZID
28911,IGKV3-25,ENTREZID
28912,IGKV3-20,ENTREZID
28913,IGKV3-15,ENTREZID
28914,IGKV3-11,ENTREZID
28915,IGKV3-7,ENTREZID
28916,IGKV2-40,ENTREZID
28917,IGKV2-38,ENTREZID
28918,IGKV2-36,ENTREZID
28919,IGKV2-30,ENTREZID
28920,IGKV2-29,ENTREZID
28921,IGKV2-28,ENTREZID
28922,IGKV2-26,ENTREZID
28923,IGKV2-24,ENTREZID
28924,IGKV2-23,ENTREZID
28925,IGKV2-19,ENTREZID
28926,IGKV2-18,ENTREZID
28927,IGKV2-14,ENTREZID
28928,IGKV2-10,ENTREZID
28929,IGKV2-4,ENTREZID
28930,IGKV1-39,ENTREZID
28931,IGKV1-37,ENTREZID
28932,IGKV1-35,ENTREZID
28933,IGKV1-33,ENTREZID
28934,IGKV1-32,ENTREZID
28935,IGKV1-27,ENTREZID
28936,IGKV1-22,ENTREZID
28937,IGKV1-17,ENTREZID
28938,IGKV1-16,ENTREZID
28939,IGKV1-13,ENTREZID
28940,IGKV1-12,ENTREZID
28941,IGKV1-9,ENTREZID
28942,IGKV1-8,ENTREZID
28943,IGKV1-6,ENTREZID
28946,IGKJ5,ENTREZID
28947,IGKJ4,ENTREZID
28948,IGKJ3,ENTREZID
28949,IGKJ2,ENTREZID
28950,IGKJ1,ENTREZID
28951,TRIB2,ENTREZID
28952,CCDC22,ENTREZID
28954,REM1,ENTREZID
28955,DEXI,ENTREZID
28956,LAMTOR2,ENTREZID
28957,MRPS28,ENTREZID
28958,COA3,ENTREZID
28959,TMEM176B,ENTREZID
28960,DCPS,ENTREZID
28962,OSTM1,ENTREZID
28964,GIT1,ENTREZID
28965,SLC27A6,ENTREZID
28966,SNX24,ENTREZID
28968,SLC6A16,ENTREZID
28969,BZW2,ENTREZID
28970,C11orf54,ENTREZID
28971,AAMDC,ENTREZID
28972,SPCS1,ENTREZID
28973,MRPS18B,ENTREZID
28974,C19orf53,ENTREZID
28976,ACAD9,ENTREZID
28977,MRPL42,ENTREZID
28978,TMEM14A,ENTREZID
28981,IFT81,ENTREZID
28982,FLVCR1,ENTREZID
28983,TMPRSS11E,ENTREZID
28984,RGCC,ENTREZID
28985,MCTS1,ENTREZID
28986,MAGEH1,ENTREZID
28987,NOB1,ENTREZID
28988,DBNL,ENTREZID
28989,NTMT1,ENTREZID
28990,ASTE1,ENTREZID
28991,COMMD5,ENTREZID
28992,MACROD1,ENTREZID
28994,PRO0471,ENTREZID
28996,HIPK2,ENTREZID
28997,PRO0611,ENTREZID
28998,MRPL13,ENTREZID
28999,KLF15,ENTREZID
29013,PRO1596,ENTREZID
29015,SLC43A3,ENTREZID
29018,FOXN3-AS2,ENTREZID
29028,ATAD2,ENTREZID
29034,CPS1-IT1,ENTREZID
29035,C16orf72,ENTREZID
29053,PRO0628,ENTREZID
29057,FAM156A,ENTREZID
29058,TMEM230,ENTREZID
29062,WDR91,ENTREZID
29063,ZCCHC4,ENTREZID
29065,ASAP1-IT1,ENTREZID
29066,ZC3H7A,ENTREZID
29068,ZBTB44,ENTREZID
29070,CCDC113,ENTREZID
29071,C1GALT1C1,ENTREZID
29072,SETD2,ENTREZID
29074,MRPL18,ENTREZID
29075,LINC00652,ENTREZID
29078,NDUFAF4,ENTREZID
29079,MED4,ENTREZID
29080,CCDC59,ENTREZID
29081,METTL5,ENTREZID
29082,CHMP4A,ENTREZID
29083,GTPBP8,ENTREZID
29085,PHPT1,ENTREZID
29086,BABAM1,ENTREZID
